country_or_area,year,comm_code,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category
Philippines,2015,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,169,55.0,Weight in kilograms,55.0,45_cork_and_articles_of_cork
Philippines,2015,450310,"Corks and stoppers, natural cork",Import,32902,2862.0,Weight in kilograms,2862.0,45_cork_and_articles_of_cork
Philippines,2015,450390,Natural cork articles other than corks or stoppers,Import,51487,28682.0,Weight in kilograms,28682.0,45_cork_and_articles_of_cork
Philippines,2015,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,294844,86421.0,Weight in kilograms,86421.0,45_cork_and_articles_of_cork
Philippines,2015,450490,Articles of agglomerated cork,Import,345177,109242.0,Weight in kilograms,109242.0,45_cork_and_articles_of_cork
Philippines,2014,450110,"Natural cork, raw or simply prepared",Import,38353,12026.0,Weight in kilograms,12026.0,45_cork_and_articles_of_cork
Philippines,2014,450190,"Waste cork, crushed, granulated or ground",Import,150495,46200.0,Weight in kilograms,46200.0,45_cork_and_articles_of_cork
Philippines,2014,450190,"Waste cork, crushed, granulated or ground",Export,120879,4835.0,Weight in kilograms,4835.0,45_cork_and_articles_of_cork
Philippines,2014,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,16819,13299.0,Weight in kilograms,13299.0,45_cork_and_articles_of_cork
Philippines,2014,450200,"Natural cork, debacked, roughly squared, in blocks et",Export,89003,13020.0,Weight in kilograms,13020.0,45_cork_and_articles_of_cork
Philippines,2014,450310,"Corks and stoppers, natural cork",Import,61602,15024.0,Weight in kilograms,15024.0,45_cork_and_articles_of_cork
Philippines,2014,450390,Natural cork articles other than corks or stoppers,Import,48034,35985.0,Weight in kilograms,35985.0,45_cork_and_articles_of_cork
Philippines,2014,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,190098,109772.0,Weight in kilograms,109772.0,45_cork_and_articles_of_cork
Philippines,2014,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Export,18856,6548.0,Weight in kilograms,6548.0,45_cork_and_articles_of_cork
Philippines,2014,450490,Articles of agglomerated cork,Import,356931,237441.0,Weight in kilograms,237441.0,45_cork_and_articles_of_cork
Philippines,2013,450190,"Waste cork, crushed, granulated or ground",Import,36365,12517.0,Weight in kilograms,12517.0,45_cork_and_articles_of_cork
Philippines,2013,450190,"Waste cork, crushed, granulated or ground",Export,6467,37525.0,Weight in kilograms,37525.0,45_cork_and_articles_of_cork
Philippines,2013,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,5745,11786.0,Weight in kilograms,11786.0,45_cork_and_articles_of_cork
Philippines,2013,450200,"Natural cork, debacked, roughly squared, in blocks et",Export,2200,320.0,Weight in kilograms,320.0,45_cork_and_articles_of_cork
Philippines,2013,450310,"Corks and stoppers, natural cork",Import,86881,29630.0,Weight in kilograms,29630.0,45_cork_and_articles_of_cork
Philippines,2013,450390,Natural cork articles other than corks or stoppers,Import,37339,25778.0,Weight in kilograms,25778.0,45_cork_and_articles_of_cork
Philippines,2013,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,130789,69560.0,Weight in kilograms,69560.0,45_cork_and_articles_of_cork
Philippines,2013,450490,Articles of agglomerated cork,Import,204486,134132.0,Weight in kilograms,134132.0,45_cork_and_articles_of_cork
Philippines,2012,450110,"Natural cork, raw or simply prepared",Import,6784,13000.0,Weight in kilograms,13000.0,45_cork_and_articles_of_cork
Philippines,2012,450190,"Waste cork, crushed, granulated or ground",Import,188196,66379.0,Weight in kilograms,66379.0,45_cork_and_articles_of_cork
Philippines,2012,450190,"Waste cork, crushed, granulated or ground",Export,4368,18988.0,Weight in kilograms,18988.0,45_cork_and_articles_of_cork
Philippines,2012,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,26902,25596.0,Weight in kilograms,25596.0,45_cork_and_articles_of_cork
Philippines,2012,450310,"Corks and stoppers, natural cork",Import,58819,30097.0,Weight in kilograms,30097.0,45_cork_and_articles_of_cork
Philippines,2012,450390,Natural cork articles other than corks or stoppers,Import,34220,13152.0,Weight in kilograms,13152.0,45_cork_and_articles_of_cork
Philippines,2012,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,73197,30022.0,Weight in kilograms,30022.0,45_cork_and_articles_of_cork
Philippines,2012,450490,Articles of agglomerated cork,Import,223642,82892.0,Weight in kilograms,82892.0,45_cork_and_articles_of_cork
Philippines,2011,450110,"Natural cork, raw or simply prepared",Import,3588,1540.0,Weight in kilograms,1540.0,45_cork_and_articles_of_cork
Philippines,2011,450190,"Waste cork, crushed, granulated or ground",Import,330089,109674.0,Weight in kilograms,109674.0,45_cork_and_articles_of_cork
Philippines,2011,450190,"Waste cork, crushed, granulated or ground",Export,3669,468.0,Weight in kilograms,468.0,45_cork_and_articles_of_cork
Philippines,2011,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,5919,2016.0,Weight in kilograms,2016.0,45_cork_and_articles_of_cork
Philippines,2011,450310,"Corks and stoppers, natural cork",Import,142804,211243.0,Weight in kilograms,211243.0,45_cork_and_articles_of_cork
Philippines,2011,450390,Natural cork articles other than corks or stoppers,Import,12235,13244.0,Weight in kilograms,13244.0,45_cork_and_articles_of_cork
Philippines,2011,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,170314,88457.0,Weight in kilograms,88457.0,45_cork_and_articles_of_cork
Philippines,2011,450490,Articles of agglomerated cork,Import,4151682,12157865.0,Weight in kilograms,12157865.0,45_cork_and_articles_of_cork
Philippines,2010,450110,"Natural cork, raw or simply prepared",Import,3973,326.0,Weight in kilograms,326.0,45_cork_and_articles_of_cork
Philippines,2010,450190,"Waste cork, crushed, granulated or ground",Import,228091,340007.0,Weight in kilograms,340007.0,45_cork_and_articles_of_cork
Philippines,2010,450190,"Waste cork, crushed, granulated or ground",Export,129833,11936.0,Weight in kilograms,11936.0,45_cork_and_articles_of_cork
Philippines,2010,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,1318,170.0,Weight in kilograms,170.0,45_cork_and_articles_of_cork
Philippines,2010,450310,"Corks and stoppers, natural cork",Import,67565,18174.0,Weight in kilograms,18174.0,45_cork_and_articles_of_cork
Philippines,2010,450390,Natural cork articles other than corks or stoppers,Import,30959,37794.0,Weight in kilograms,37794.0,45_cork_and_articles_of_cork
Philippines,2010,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,115158,51984.0,Weight in kilograms,51984.0,45_cork_and_articles_of_cork
Philippines,2010,450490,Articles of agglomerated cork,Import,738770,1646465.0,Weight in kilograms,1646465.0,45_cork_and_articles_of_cork
Philippines,2009,450110,"Natural cork, raw or simply prepared",Import,54100,12003.0,Weight in kilograms,12003.0,45_cork_and_articles_of_cork
Philippines,2009,450190,"Waste cork, crushed, granulated or ground",Import,122925,25158.0,Weight in kilograms,25158.0,45_cork_and_articles_of_cork
Philippines,2009,450190,"Waste cork, crushed, granulated or ground",Export,72212,6060.0,Weight in kilograms,6060.0,45_cork_and_articles_of_cork
Philippines,2009,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,2149,16544.0,Weight in kilograms,16544.0,45_cork_and_articles_of_cork
Philippines,2009,450310,"Corks and stoppers, natural cork",Import,24128,2507.0,Weight in kilograms,2507.0,45_cork_and_articles_of_cork
Philippines,2009,450310,"Corks and stoppers, natural cork",Export,13200,100.0,Weight in kilograms,100.0,45_cork_and_articles_of_cork
Philippines,2009,450390,Natural cork articles other than corks or stoppers,Import,42019,42286.0,Weight in kilograms,42286.0,45_cork_and_articles_of_cork
Philippines,2009,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,147460,81120.0,Weight in kilograms,81120.0,45_cork_and_articles_of_cork
Philippines,2009,450490,Articles of agglomerated cork,Import,122021,124539.0,Weight in kilograms,124539.0,45_cork_and_articles_of_cork
Philippines,2008,450110,"Natural cork, raw or simply prepared",Import,228,85.0,Weight in kilograms,85.0,45_cork_and_articles_of_cork
Philippines,2008,450190,"Waste cork, crushed, granulated or ground",Import,216596,42114.0,Weight in kilograms,42114.0,45_cork_and_articles_of_cork
Philippines,2008,450190,"Waste cork, crushed, granulated or ground",Export,585487,46299.0,Weight in kilograms,46299.0,45_cork_and_articles_of_cork
Philippines,2008,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,2619,545.0,Weight in kilograms,545.0,45_cork_and_articles_of_cork
Philippines,2008,450310,"Corks and stoppers, natural cork",Import,142277,15729.0,Weight in kilograms,15729.0,45_cork_and_articles_of_cork
Philippines,2008,450390,Natural cork articles other than corks or stoppers,Import,26073,26074.0,Weight in kilograms,26074.0,45_cork_and_articles_of_cork
Philippines,2008,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,241768,118259.0,Weight in kilograms,118259.0,45_cork_and_articles_of_cork
Philippines,2008,450490,Articles of agglomerated cork,Import,113279,44382.0,Weight in kilograms,44382.0,45_cork_and_articles_of_cork
Philippines,2007,450110,"Natural cork, raw or simply prepared",Export,59,400.0,Weight in kilograms,400.0,45_cork_and_articles_of_cork
Philippines,2007,450190,"Waste cork, crushed, granulated or ground",Import,90610,18250.0,Weight in kilograms,18250.0,45_cork_and_articles_of_cork
Philippines,2007,450190,"Waste cork, crushed, granulated or ground",Export,16330,3152.0,Weight in kilograms,3152.0,45_cork_and_articles_of_cork
Philippines,2007,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,1666,7494.0,Weight in kilograms,7494.0,45_cork_and_articles_of_cork
Philippines,2007,450310,"Corks and stoppers, natural cork",Import,184836,38732.0,Weight in kilograms,38732.0,45_cork_and_articles_of_cork
Philippines,2007,450390,Natural cork articles other than corks or stoppers,Import,31701,22644.0,Weight in kilograms,22644.0,45_cork_and_articles_of_cork
Philippines,2007,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,331889,195717.0,Weight in kilograms,195717.0,45_cork_and_articles_of_cork
Philippines,2007,450490,Articles of agglomerated cork,Import,61311,129297.0,Weight in kilograms,129297.0,45_cork_and_articles_of_cork
Philippines,2007,450490,Articles of agglomerated cork,Export,5013,666.0,Weight in kilograms,666.0,45_cork_and_articles_of_cork
Philippines,2006,450190,"Waste cork, crushed, granulated or ground",Import,415287,104117.0,Weight in kilograms,104117.0,45_cork_and_articles_of_cork
Philippines,2006,450190,"Waste cork, crushed, granulated or ground",Export,13564,2915.0,Weight in kilograms,2915.0,45_cork_and_articles_of_cork
Philippines,2006,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,2578,200.0,Weight in kilograms,200.0,45_cork_and_articles_of_cork
Philippines,2006,450310,"Corks and stoppers, natural cork",Import,62235,11230.0,Weight in kilograms,11230.0,45_cork_and_articles_of_cork
Philippines,2006,450390,Natural cork articles other than corks or stoppers,Import,17094,12991.0,Weight in kilograms,12991.0,45_cork_and_articles_of_cork
Philippines,2006,450390,Natural cork articles other than corks or stoppers,Export,6544,2900.0,Weight in kilograms,2900.0,45_cork_and_articles_of_cork
Philippines,2006,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,314481,171775.0,Weight in kilograms,171775.0,45_cork_and_articles_of_cork
Philippines,2006,450490,Articles of agglomerated cork,Import,7541,3907.0,Weight in kilograms,3907.0,45_cork_and_articles_of_cork
Philippines,2005,450110,"Natural cork, raw or simply prepared",Import,58027,12248.0,Weight in kilograms,12248.0,45_cork_and_articles_of_cork
Philippines,2005,450190,"Waste cork, crushed, granulated or ground",Import,262045,65645.0,Weight in kilograms,65645.0,45_cork_and_articles_of_cork
Philippines,2005,450190,"Waste cork, crushed, granulated or ground",Export,26801,5580.0,Weight in kilograms,5580.0,45_cork_and_articles_of_cork
Philippines,2005,450200,"Natural cork, debacked, roughly squared, in blocks et",Export,288,40.0,Weight in kilograms,40.0,45_cork_and_articles_of_cork
Philippines,2005,450310,"Corks and stoppers, natural cork",Import,203625,36981.0,Weight in kilograms,36981.0,45_cork_and_articles_of_cork
Philippines,2005,450390,Natural cork articles other than corks or stoppers,Import,51882,18163.0,Weight in kilograms,18163.0,45_cork_and_articles_of_cork
Philippines,2005,450390,Natural cork articles other than corks or stoppers,Export,3984,571.0,Weight in kilograms,571.0,45_cork_and_articles_of_cork
Philippines,2005,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,359586,170295.0,Weight in kilograms,170295.0,45_cork_and_articles_of_cork
Philippines,2005,450490,Articles of agglomerated cork,Import,49654,18857.0,Weight in kilograms,18857.0,45_cork_and_articles_of_cork
Philippines,2004,450190,"Waste cork, crushed, granulated or ground",Import,246992,70650.0,Weight in kilograms,70650.0,45_cork_and_articles_of_cork
Philippines,2004,450190,"Waste cork, crushed, granulated or ground",Export,14580,8130.0,Weight in kilograms,8130.0,45_cork_and_articles_of_cork
Philippines,2004,450310,"Corks and stoppers, natural cork",Import,89145,13403.0,Weight in kilograms,13403.0,45_cork_and_articles_of_cork
Philippines,2004,450390,Natural cork articles other than corks or stoppers,Import,237097,57462.0,Weight in kilograms,57462.0,45_cork_and_articles_of_cork
Philippines,2004,450390,Natural cork articles other than corks or stoppers,Export,1730,30.0,Weight in kilograms,30.0,45_cork_and_articles_of_cork
Philippines,2004,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,258581,138671.0,Weight in kilograms,138671.0,45_cork_and_articles_of_cork
Philippines,2004,450490,Articles of agglomerated cork,Import,246039,74370.0,Weight in kilograms,74370.0,45_cork_and_articles_of_cork
Philippines,2003,450110,"Natural cork, raw or simply prepared",Import,27600,14400.0,Weight in kilograms,14400.0,45_cork_and_articles_of_cork
Philippines,2003,450190,"Waste cork, crushed, granulated or ground",Import,267037,79402.0,Weight in kilograms,79402.0,45_cork_and_articles_of_cork
Philippines,2003,450190,"Waste cork, crushed, granulated or ground",Export,29432,6216.0,Weight in kilograms,6216.0,45_cork_and_articles_of_cork
Philippines,2003,450310,"Corks and stoppers, natural cork",Import,144878,34476.0,Weight in kilograms,34476.0,45_cork_and_articles_of_cork
Philippines,2003,450390,Natural cork articles other than corks or stoppers,Import,27420,5165.0,Weight in kilograms,5165.0,45_cork_and_articles_of_cork
Philippines,2003,450390,Natural cork articles other than corks or stoppers,Export,30600,6256.0,Weight in kilograms,6256.0,45_cork_and_articles_of_cork
Philippines,2003,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,282301,143106.0,Weight in kilograms,143106.0,45_cork_and_articles_of_cork
Philippines,2003,450490,Articles of agglomerated cork,Import,33172,21657.0,Weight in kilograms,21657.0,45_cork_and_articles_of_cork
Philippines,2002,450110,"Natural cork, raw or simply prepared",Import,72910,18620.0,Weight in kilograms,18620.0,45_cork_and_articles_of_cork
Philippines,2002,450190,"Waste cork, crushed, granulated or ground",Import,205105,56086.0,Weight in kilograms,56086.0,45_cork_and_articles_of_cork
Philippines,2002,450190,"Waste cork, crushed, granulated or ground",Export,49538,12468.0,Weight in kilograms,12468.0,45_cork_and_articles_of_cork
Philippines,2002,450310,"Corks and stoppers, natural cork",Import,31311,8026.0,Weight in kilograms,8026.0,45_cork_and_articles_of_cork
Philippines,2002,450390,Natural cork articles other than corks or stoppers,Import,41935,16892.0,Weight in kilograms,16892.0,45_cork_and_articles_of_cork
Philippines,2002,450390,Natural cork articles other than corks or stoppers,Export,1638,386.0,Weight in kilograms,386.0,45_cork_and_articles_of_cork
Philippines,2002,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,291097,147005.0,Weight in kilograms,147005.0,45_cork_and_articles_of_cork
Philippines,2002,450490,Articles of agglomerated cork,Import,45106,61063.0,Weight in kilograms,61063.0,45_cork_and_articles_of_cork
Philippines,2001,450190,"Waste cork, crushed, granulated or ground",Import,35453,19420.0,Weight in kilograms,19420.0,45_cork_and_articles_of_cork
Philippines,2001,450190,"Waste cork, crushed, granulated or ground",Export,2576,630.0,Weight in kilograms,630.0,45_cork_and_articles_of_cork
Philippines,2001,450310,"Corks and stoppers, natural cork",Import,160170,21676.0,Weight in kilograms,21676.0,45_cork_and_articles_of_cork
Philippines,2001,450390,Natural cork articles other than corks or stoppers,Import,39196,13935.0,Weight in kilograms,13935.0,45_cork_and_articles_of_cork
Philippines,2001,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,396604,199450.0,Weight in kilograms,199450.0,45_cork_and_articles_of_cork
Philippines,2001,450490,Articles of agglomerated cork,Import,8172,6612.0,Weight in kilograms,6612.0,45_cork_and_articles_of_cork
Philippines,2000,450110,"Natural cork, raw or simply prepared",Import,5151,5521.0,Weight in kilograms,5521.0,45_cork_and_articles_of_cork
Philippines,2000,450190,"Waste cork, crushed, granulated or ground",Import,45342,16547.0,Weight in kilograms,16547.0,45_cork_and_articles_of_cork
Philippines,2000,450190,"Waste cork, crushed, granulated or ground",Export,35229,7647.0,Weight in kilograms,7647.0,45_cork_and_articles_of_cork
Philippines,2000,450310,"Corks and stoppers, natural cork",Import,88686,18485.0,Weight in kilograms,18485.0,45_cork_and_articles_of_cork
Philippines,2000,450310,"Corks and stoppers, natural cork",Export,4400,597.0,Weight in kilograms,597.0,45_cork_and_articles_of_cork
Philippines,2000,450390,Natural cork articles other than corks or stoppers,Import,83869,19091.0,Weight in kilograms,19091.0,45_cork_and_articles_of_cork
Philippines,2000,450390,Natural cork articles other than corks or stoppers,Export,2087,416.0,Weight in kilograms,416.0,45_cork_and_articles_of_cork
Philippines,2000,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,379176,185553.0,Weight in kilograms,185553.0,45_cork_and_articles_of_cork
Philippines,2000,450490,Articles of agglomerated cork,Import,36650,10296.0,Weight in kilograms,10296.0,45_cork_and_articles_of_cork
Philippines,1999,450190,"Waste cork, crushed, granulated or ground",Import,81662,30929.0,Volume in litres,128881.0,45_cork_and_articles_of_cork
Philippines,1999,450310,"Corks and stoppers, natural cork",Import,99926,33502.0,Weight in kilograms,33502.0,45_cork_and_articles_of_cork
Philippines,1999,450390,Natural cork articles other than corks or stoppers,Import,50417,9689.0,Weight in kilograms,9689.0,45_cork_and_articles_of_cork
Philippines,1999,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,347381,171150.0,Weight in kilograms,171150.0,45_cork_and_articles_of_cork
Philippines,1999,450490,Articles of agglomerated cork,Import,7801,2471.0,Weight in kilograms,2471.0,45_cork_and_articles_of_cork
Philippines,1998,450190,"Waste cork, crushed, granulated or ground",Import,20896,8389.0,Volume in litres,34957.0,45_cork_and_articles_of_cork
Philippines,1998,450310,"Corks and stoppers, natural cork",Import,132365,20053.0,Weight in kilograms,20053.0,45_cork_and_articles_of_cork
Philippines,1998,450310,"Corks and stoppers, natural cork",Export,3545,1663.0,Weight in kilograms,1663.0,45_cork_and_articles_of_cork
Philippines,1998,450390,Natural cork articles other than corks or stoppers,Import,9062,4487.0,Weight in kilograms,4487.0,45_cork_and_articles_of_cork
Philippines,1998,450390,Natural cork articles other than corks or stoppers,Export,16983,296.0,Weight in kilograms,296.0,45_cork_and_articles_of_cork
Philippines,1998,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,425794,202768.0,Weight in kilograms,202768.0,45_cork_and_articles_of_cork
Philippines,1998,450490,Articles of agglomerated cork,Import,35078,10314.0,Weight in kilograms,10314.0,45_cork_and_articles_of_cork
Philippines,1998,450490,Articles of agglomerated cork,Export,182,39.0,Weight in kilograms,39.0,45_cork_and_articles_of_cork
Philippines,1997,450110,"Natural cork, raw or simply prepared",Export,125,66.0,Volume in litres,275.0,45_cork_and_articles_of_cork
Philippines,1997,450190,"Waste cork, crushed, granulated or ground",Import,10941,3125.0,Volume in litres,13022.0,45_cork_and_articles_of_cork
Philippines,1997,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,7302,4062.0,Volume in litres,16926.0,45_cork_and_articles_of_cork
Philippines,1997,450310,"Corks and stoppers, natural cork",Import,169018,34442.0,Weight in kilograms,34442.0,45_cork_and_articles_of_cork
Philippines,1997,450390,Natural cork articles other than corks or stoppers,Import,46113,6139.0,Weight in kilograms,6139.0,45_cork_and_articles_of_cork
Philippines,1997,450390,Natural cork articles other than corks or stoppers,Export,5089,43.0,Weight in kilograms,43.0,45_cork_and_articles_of_cork
Philippines,1997,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,381584,194245.0,Weight in kilograms,194245.0,45_cork_and_articles_of_cork
Philippines,1997,450490,Articles of agglomerated cork,Import,35306,4456.0,Weight in kilograms,4456.0,45_cork_and_articles_of_cork
Philippines,1997,450490,Articles of agglomerated cork,Export,12094,1925.0,Weight in kilograms,1925.0,45_cork_and_articles_of_cork
Philippines,1996,450110,"Natural cork, raw or simply prepared",Import,73526,11812.0,Volume in litres,49221.0,45_cork_and_articles_of_cork
Philippines,1996,450190,"Waste cork, crushed, granulated or ground",Import,56468,7359.0,Volume in litres,30665.0,45_cork_and_articles_of_cork
Philippines,1996,450200,"Natural cork, debacked, roughly squared, in blocks et",Import,17192,9375.0,Volume in litres,39066.0,45_cork_and_articles_of_cork
Philippines,1996,450310,"Corks and stoppers, natural cork",Import,309783,50793.0,Weight in kilograms,50793.0,45_cork_and_articles_of_cork
Philippines,1996,450310,"Corks and stoppers, natural cork",Export,64962,23355.0,Weight in kilograms,23355.0,45_cork_and_articles_of_cork
Philippines,1996,450390,Natural cork articles other than corks or stoppers,Import,93912,13514.0,Weight in kilograms,13514.0,45_cork_and_articles_of_cork
Philippines,1996,450390,Natural cork articles other than corks or stoppers,Export,4788,894.0,Weight in kilograms,894.0,45_cork_and_articles_of_cork
Philippines,1996,450410,"Blocks, sheets, strip and tiles of agglomerated cork",Import,349630,153780.0,Weight in kilograms,153780.0,45_cork_and_articles_of_cork
Philippines,1996,450490,Articles of agglomerated cork,Import,7643,874.0,Weight in kilograms,874.0,45_cork_and_articles_of_cork
Philippines,1996,450490,Articles of agglomerated cork,Export,83175,53898.0,Weight in kilograms,53898.0,45_cork_and_articles_of_cork
Philippines,2016,460120,"Mats, matting and screens, vegetable plaiting materia",Export,921353,100719.0,Weight in kilograms,100719.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2016,460120,"Mats, matting and screens, vegetable plaiting materia",Import,162468,150391.0,Weight in kilograms,150391.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2016,460191,Plaited vegetable material articles not mats or scree,Import,41845,59877.0,Weight in kilograms,59877.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2016,460191,Plaited vegetable material articles not mats or scree,Export,3226236,846685.0,Weight in kilograms,846685.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2016,460199,Products of non-vegetable plaiting materials,Import,212465,181693.0,Weight in kilograms,181693.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2016,460199,Products of non-vegetable plaiting materials,Export,516629,75077.0,Weight in kilograms,75077.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2016,460210,"Basketwork, wickerwork products of vegetable material",Import,298676,105236.0,Weight in kilograms,105236.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2016,460210,"Basketwork, wickerwork products of vegetable material",Export,35366087,11267604.0,Weight in kilograms,11267604.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2016,460290,"Basketwork and wickerwork products, non-vegetable",Import,396906,394742.0,Weight in kilograms,394742.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2016,460290,"Basketwork and wickerwork products, non-vegetable",Export,12892403,3229913.0,Weight in kilograms,3229913.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2015,460120,"Mats, matting and screens, vegetable plaiting materia",Import,91746,79012.0,Weight in kilograms,79012.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2015,460120,"Mats, matting and screens, vegetable plaiting materia",Export,1190478,166642.0,Weight in kilograms,166642.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2015,460191,Plaited vegetable material articles not mats or scree,Import,120129,107499.0,Weight in kilograms,107499.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2015,460191,Plaited vegetable material articles not mats or scree,Export,2163530,689790.0,Weight in kilograms,689790.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2015,460199,Products of non-vegetable plaiting materials,Export,306320,109747.0,Weight in kilograms,109747.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2015,460199,Products of non-vegetable plaiting materials,Import,246308,113220.0,Weight in kilograms,113220.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2015,460210,"Basketwork, wickerwork products of vegetable material",Import,297568,123092.0,Weight in kilograms,123092.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2015,460210,"Basketwork, wickerwork products of vegetable material",Export,37408051,10809574.0,Weight in kilograms,10809574.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2015,460290,"Basketwork and wickerwork products, non-vegetable",Import,504399,285269.0,Weight in kilograms,285269.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2015,460290,"Basketwork and wickerwork products, non-vegetable",Export,11007015,2690428.0,Weight in kilograms,2690428.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2014,460120,"Mats, matting and screens, vegetable plaiting materia",Import,92665,80700.0,Weight in kilograms,80700.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2014,460120,"Mats, matting and screens, vegetable plaiting materia",Export,1478262,244302.0,Weight in kilograms,244302.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2014,460191,Plaited vegetable material articles not mats or scree,Import,139855,62068.0,Weight in kilograms,62068.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2014,460191,Plaited vegetable material articles not mats or scree,Export,1188258,255582.0,Weight in kilograms,255582.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2014,460199,Products of non-vegetable plaiting materials,Import,221280,232971.0,Weight in kilograms,232971.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2014,460199,Products of non-vegetable plaiting materials,Export,273245,36002.0,Weight in kilograms,36002.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2014,460210,"Basketwork, wickerwork products of vegetable material",Import,110258,49686.0,Weight in kilograms,49686.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2014,460210,"Basketwork, wickerwork products of vegetable material",Export,48322798,14723294.0,Weight in kilograms,14723294.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2014,460290,"Basketwork and wickerwork products, non-vegetable",Import,315540,257590.0,Weight in kilograms,257590.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2014,460290,"Basketwork and wickerwork products, non-vegetable",Export,9306044,1856824.0,Weight in kilograms,1856824.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2013,460120,"Mats, matting and screens, vegetable plaiting materia",Import,31306,51225.0,Weight in kilograms,51225.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2013,460120,"Mats, matting and screens, vegetable plaiting materia",Export,1555861,302825.0,Weight in kilograms,302825.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2013,460191,Plaited vegetable material articles not mats or scree,Import,85783,51242.0,Weight in kilograms,51242.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2013,460191,Plaited vegetable material articles not mats or scree,Export,620932,118378.0,Weight in kilograms,118378.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2013,460199,Products of non-vegetable plaiting materials,Import,107123,83319.0,Weight in kilograms,83319.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2013,460199,Products of non-vegetable plaiting materials,Export,431336,407253.0,Weight in kilograms,407253.0,46_manufactures_of_plaiting_material_basketwork_etc
Philippines,2013,460210,"Basketwork, wickerwork products of vegetable material",Import,96698,29436.0,Weight in kilograms,29436.0,46_manufactures_of_plaiting_material_basketwork_etc
