country_or_area,year,comm_code,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category
Philippines,2000,100610,Rice in the husk (paddy or rough),Import,103555,60684.0,Weight in kilograms,60684.0,10_cereals
Philippines,2000,100630,"Rice, semi-milled or wholly milled",Import,135507893,642232985.0,Weight in kilograms,642232985.0,10_cereals
Philippines,2000,100630,"Rice, semi-milled or wholly milled",Export,114858,223871.0,Weight in kilograms,223871.0,10_cereals
Philippines,2000,100700,Grain sorghum,Import,2561971,11547094.0,Weight in kilograms,11547094.0,10_cereals
Philippines,2000,100820,Millet,Import,284363,1282161.0,Weight in kilograms,1282161.0,10_cereals
Philippines,2000,100830,Canary seed,Import,24602,85275.0,Weight in kilograms,85275.0,10_cereals
Philippines,2000,100890,Cereals unmilled nes,Import,3143,12119.0,Weight in kilograms,12119.0,10_cereals
Philippines,1999,100110,Durum wheat,Import,2200000,10000000.0,Weight in kilograms,10000000.0,10_cereals
Philippines,1999,100190,"Wheat except durum wheat, and meslin",Import,400642240,2022824704.0,Weight in kilograms,2022824704.0,10_cereals
Philippines,1999,100300,Barley,Import,658397,3932104.0,Weight in kilograms,3932104.0,10_cereals
Philippines,1999,100400,Oats,Import,655802,4641471.0,Weight in kilograms,4641471.0,10_cereals
Philippines,1999,100510,Maize (corn) seed,Import,3650915,4627006.0,Weight in kilograms,4627006.0,10_cereals
Philippines,1999,100510,Maize (corn) seed,Export,344864,87881.0,Weight in kilograms,87881.0,10_cereals
Philippines,1999,100590,Maize except seed corn,Import,32336684,144983168.0,Weight in kilograms,144983168.0,10_cereals
Philippines,1999,100590,Maize except seed corn,Export,678,1679.0,Weight in kilograms,1679.0,10_cereals
Philippines,1999,100610,Rice in the husk (paddy or rough),Import,1816,871.0,Weight in kilograms,871.0,10_cereals
Philippines,1999,100610,Rice in the husk (paddy or rough),Export,2259,719.0,Weight in kilograms,719.0,10_cereals
Philippines,1999,100630,"Rice, semi-milled or wholly milled",Import,239930944,838069952.0,Weight in kilograms,838069952.0,10_cereals
Philippines,1999,100630,"Rice, semi-milled or wholly milled",Export,145973,323242.0,Weight in kilograms,323242.0,10_cereals
Philippines,1999,100640,"Rice, broken",Export,199,476.0,Weight in kilograms,476.0,10_cereals
Philippines,1999,100700,Grain sorghum,Import,684927,4536985.0,Weight in kilograms,4536985.0,10_cereals
Philippines,1999,100820,Millet,Import,233459,952877.0,Weight in kilograms,952877.0,10_cereals
Philippines,1999,100830,Canary seed,Import,29414,100245.0,Weight in kilograms,100245.0,10_cereals
Philippines,1998,100190,"Wheat except durum wheat, and meslin",Import,286921632,1438433152.0,Weight in kilograms,1438433152.0,10_cereals
Philippines,1998,100200,Rye,Import,1421,5421.0,Weight in kilograms,5421.0,10_cereals
Philippines,1998,100300,Barley,Import,608979,3022958.0,Weight in kilograms,3022958.0,10_cereals
Philippines,1998,100400,Oats,Import,691956,3983119.0,Weight in kilograms,3983119.0,10_cereals
Philippines,1998,100510,Maize (corn) seed,Import,31628478,115114472.0,Weight in kilograms,115114472.0,10_cereals
Philippines,1998,100510,Maize (corn) seed,Export,469023,176884.0,Weight in kilograms,176884.0,10_cereals
Philippines,1998,100590,Maize except seed corn,Import,55784024,354917696.0,Weight in kilograms,354917696.0,10_cereals
Philippines,1998,100620,"Rice, husked (brown)",Import,906,238.0,Weight in kilograms,238.0,10_cereals
Philippines,1998,100620,"Rice, husked (brown)",Export,30373,43000.0,Weight in kilograms,43000.0,10_cereals
Philippines,1998,100630,"Rice, semi-milled or wholly milled",Import,646609280,2178135040.0,Weight in kilograms,2178135040.0,10_cereals
Philippines,1998,100630,"Rice, semi-milled or wholly milled",Export,1187,1253.0,Weight in kilograms,1253.0,10_cereals
Philippines,1998,100700,Grain sorghum,Import,206529,1360401.0,Weight in kilograms,1360401.0,10_cereals
Philippines,1998,100700,Grain sorghum,Export,1750,1398.0,Weight in kilograms,1398.0,10_cereals
Philippines,1998,100820,Millet,Import,207943,730187.0,Weight in kilograms,730187.0,10_cereals
Philippines,1998,100830,Canary seed,Import,12119,44893.0,Weight in kilograms,44893.0,10_cereals
Philippines,1998,100890,Cereals unmilled nes,Import,13981,23167.0,Weight in kilograms,23167.0,10_cereals
Philippines,1997,100110,Durum wheat,Import,618000,3000000.0,Weight in kilograms,3000000.0,10_cereals
Philippines,1997,100190,"Wheat except durum wheat, and meslin",Import,484455840,2419613184.0,Weight in kilograms,2419613184.0,10_cereals
Philippines,1997,100200,Rye,Import,185,324.0,Weight in kilograms,324.0,10_cereals
Philippines,1997,100300,Barley,Import,1345745,5304503.0,Weight in kilograms,5304503.0,10_cereals
Philippines,1997,100400,Oats,Import,1155299,5532744.0,Weight in kilograms,5532744.0,10_cereals
Philippines,1997,100510,Maize (corn) seed,Import,4479166,22123084.0,Weight in kilograms,22123084.0,10_cereals
Philippines,1997,100510,Maize (corn) seed,Export,3501206,385698.0,Weight in kilograms,385698.0,10_cereals
Philippines,1997,100590,Maize except seed corn,Import,59221520,305327328.0,Weight in kilograms,305327328.0,10_cereals
Philippines,1997,100610,Rice in the husk (paddy or rough),Export,330,648.0,Weight in kilograms,648.0,10_cereals
Philippines,1997,100620,"Rice, husked (brown)",Import,9614,1125.0,Weight in kilograms,1125.0,10_cereals
Philippines,1997,100630,"Rice, semi-milled or wholly milled",Import,230004176,724857280.0,Weight in kilograms,724857280.0,10_cereals
Philippines,1997,100630,"Rice, semi-milled or wholly milled",Export,1004,1479.0,Weight in kilograms,1479.0,10_cereals
Philippines,1997,100640,"Rice, broken",Import,22964,43085.0,Weight in kilograms,43085.0,10_cereals
Philippines,1997,100640,"Rice, broken",Export,376,648.0,Weight in kilograms,648.0,10_cereals
Philippines,1997,100700,Grain sorghum,Import,277592,1283000.0,Weight in kilograms,1283000.0,10_cereals
Philippines,1997,100810,Buckwheat,Import,901,511.0,Weight in kilograms,511.0,10_cereals
Philippines,1997,100820,Millet,Import,173780,665292.0,Weight in kilograms,665292.0,10_cereals
Philippines,1997,100830,Canary seed,Import,8486,24250.0,Weight in kilograms,24250.0,10_cereals
Philippines,1997,100890,Cereals unmilled nes,Import,666,446.0,Weight in kilograms,446.0,10_cereals
Philippines,1996,100190,"Wheat except durum wheat, and meslin",Import,426955552,1887093120.0,Weight in kilograms,1887093120.0,10_cereals
Philippines,1996,100200,Rye,Import,2510,1812.0,Weight in kilograms,1812.0,10_cereals
Philippines,1996,100300,Barley,Import,1424117,5663760.0,Weight in kilograms,5663760.0,10_cereals
Philippines,1996,100400,Oats,Import,1964120,7492169.0,Weight in kilograms,7492169.0,10_cereals
Philippines,1996,100510,Maize (corn) seed,Import,81308080,348305760.0,Weight in kilograms,348305760.0,10_cereals
Philippines,1996,100510,Maize (corn) seed,Export,2497952,306604.0,Weight in kilograms,306604.0,10_cereals
Philippines,1996,100590,Maize except seed corn,Import,18438728,57135520.0,Weight in kilograms,57135520.0,10_cereals
Philippines,1996,100590,Maize except seed corn,Export,99,62.0,Weight in kilograms,62.0,10_cereals
Philippines,1996,100610,Rice in the husk (paddy or rough),Export,182,347.0,Weight in kilograms,347.0,10_cereals
Philippines,1996,100630,"Rice, semi-milled or wholly milled",Import,308922048,866905472.0,Weight in kilograms,866905472.0,10_cereals
Philippines,1996,100640,"Rice, broken",Import,23352,43534.0,Weight in kilograms,43534.0,10_cereals
Philippines,1996,100700,Grain sorghum,Import,98373,473687.0,Weight in kilograms,473687.0,10_cereals
Philippines,1996,100700,Grain sorghum,Export,699,6187.0,Weight in kilograms,6187.0,10_cereals
Philippines,1996,100820,Millet,Import,449716,553187.0,Weight in kilograms,553187.0,10_cereals
Philippines,1996,100830,Canary seed,Import,8278,15375.0,Weight in kilograms,15375.0,10_cereals
Philippines,1996,100890,Cereals unmilled nes,Import,24312834,4122133.0,Weight in kilograms,4122133.0,10_cereals
Philippines,1996,100890,Cereals unmilled nes,Export,3615356,2645622.0,Weight in kilograms,2645622.0,10_cereals
Philippines,2016,130110,Lac,Import,165815,4949.0,Weight in kilograms,4949.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130120,Gum arabic,Import,2039748,739198.0,Weight in kilograms,739198.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130120,Gum arabic,Export,61600,22000.0,Weight in kilograms,22000.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Import,5073633,2196226.0,Weight in kilograms,2196226.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Export,1246161,616950.0,Weight in kilograms,616950.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130211,Opium sap,Import,61468,2234.0,Weight in kilograms,2234.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130211,Opium sap,Export,1188,2400.0,Weight in kilograms,2400.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130212,Liquorice extract,Import,750441,59374.0,Weight in kilograms,59374.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130213,Hop extract,Import,715401,57633.0,Weight in kilograms,57633.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130214,"Pyrethrum, roots containing rotenone, extracts",Import,279149,1807.0,Weight in kilograms,1807.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130219,Vegetable saps and extracts nes,Import,8244695,1918114.0,Weight in kilograms,1918114.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130219,Vegetable saps and extracts nes,Export,127815,12214.0,Weight in kilograms,12214.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130220,"Pectic substances, pectinates, pectates",Import,2588053,148372.0,Weight in kilograms,148372.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130231,Agar-agar,Import,153444,12370.0,Weight in kilograms,12370.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130231,Agar-agar,Export,1262,699.0,Weight in kilograms,699.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130232,"Mucilages & thickeners, from locust bean, guar seeds",Import,3742966,555292.0,Weight in kilograms,555292.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130232,"Mucilages & thickeners, from locust bean, guar seeds",Export,6625,1280.0,Weight in kilograms,1280.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130239,Mucilages and thickeners nes,Import,16671817,2309035.0,Weight in kilograms,2309035.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2016,130239,Mucilages and thickeners nes,Export,190171898,31812956.0,Weight in kilograms,31812956.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130110,Lac,Import,32186,588.0,Weight in kilograms,588.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130110,Lac,Export,216537,208460.0,Weight in kilograms,208460.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130120,Gum arabic,Import,1037174,300160.0,Weight in kilograms,300160.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Import,4737876,1980011.0,Weight in kilograms,1980011.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Export,704769,321217.0,Weight in kilograms,321217.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130211,Opium sap,Import,144973,8736.0,Weight in kilograms,8736.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130211,Opium sap,Export,142042,37027.0,Weight in kilograms,37027.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130212,Liquorice extract,Import,937300,76668.0,Weight in kilograms,76668.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130213,Hop extract,Import,605659,42373.0,Weight in kilograms,42373.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130214,"Pyrethrum, roots containing rotenone, extracts",Import,24554,274.0,Weight in kilograms,274.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130219,Vegetable saps and extracts nes,Import,7064519,624040.0,Weight in kilograms,624040.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130219,Vegetable saps and extracts nes,Export,46631,9731.0,Weight in kilograms,9731.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130220,"Pectic substances, pectinates, pectates",Import,1868885,96082.0,Weight in kilograms,96082.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130231,Agar-agar,Import,202233,11749.0,Weight in kilograms,11749.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130231,Agar-agar,Export,6302,2137.0,Weight in kilograms,2137.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130232,"Mucilages & thickeners, from locust bean, guar seeds",Export,113720,15300.0,Weight in kilograms,15300.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130232,"Mucilages & thickeners, from locust bean, guar seeds",Import,3402315,724384.0,Weight in kilograms,724384.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130239,Mucilages and thickeners nes,Import,22225148,1934240.0,Weight in kilograms,1934240.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2015,130239,Mucilages and thickeners nes,Export,185461207,27180718.0,Weight in kilograms,27180718.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130110,Lac,Import,32039,567.0,Weight in kilograms,567.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130110,Lac,Export,595346,273838.0,Weight in kilograms,273838.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130120,Gum arabic,Import,1149351,456340.0,Weight in kilograms,456340.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130120,Gum arabic,Export,306326,126728.0,Weight in kilograms,126728.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Import,3825716,1832550.0,Weight in kilograms,1832550.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Export,712507,487460.0,Weight in kilograms,487460.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130211,Opium sap,Import,206776,36191.0,Weight in kilograms,36191.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130211,Opium sap,Export,157454,32032.0,Weight in kilograms,32032.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130212,Liquorice extract,Import,203375,16848.0,Weight in kilograms,16848.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130213,Hop extract,Import,552063,29307.0,Weight in kilograms,29307.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130219,Vegetable saps and extracts nes,Import,5680624,754175.0,Weight in kilograms,754175.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130219,Vegetable saps and extracts nes,Export,12700,4682.0,Weight in kilograms,4682.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130220,"Pectic substances, pectinates, pectates",Import,1486242,85636.0,Weight in kilograms,85636.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130231,Agar-agar,Import,227370,24099.0,Weight in kilograms,24099.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130231,Agar-agar,Export,9757,1473.0,Weight in kilograms,1473.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130232,"Mucilages & thickeners, from locust bean, guar seeds",Import,4084882,1280488.0,Weight in kilograms,1280488.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130239,Mucilages and thickeners nes,Import,18748918,1676155.0,Weight in kilograms,1676155.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2014,130239,Mucilages and thickeners nes,Export,213238581,26632969.0,Weight in kilograms,26632969.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130110,Lac,Import,48652,940.0,Weight in kilograms,940.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130110,Lac,Export,49140,18571.0,Weight in kilograms,18571.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130120,Gum arabic,Import,846894,216115.0,Weight in kilograms,216115.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130120,Gum arabic,Export,82393,37609.0,Weight in kilograms,37609.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Import,4299948,1890550.0,Weight in kilograms,1890550.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Export,465876,414349.0,Weight in kilograms,414349.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130211,Opium sap,Export,403,729.0,Weight in kilograms,729.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130211,Opium sap,Import,322046,98697.0,Weight in kilograms,98697.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130212,Liquorice extract,Import,1003737,93346.0,Weight in kilograms,93346.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130213,Hop extract,Import,882428,48884.0,Weight in kilograms,48884.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130219,Vegetable saps and extracts nes,Import,3168248,274154.0,Weight in kilograms,274154.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130219,Vegetable saps and extracts nes,Export,39932,7093.0,Weight in kilograms,7093.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130220,"Pectic substances, pectinates, pectates",Import,1745243,120450.0,Weight in kilograms,120450.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130231,Agar-agar,Import,121761,22991.0,Weight in kilograms,22991.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130231,Agar-agar,Export,11958,2431.0,Weight in kilograms,2431.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130232,"Mucilages & thickeners, from locust bean, guar seeds",Import,4849975,677561.0,Weight in kilograms,677561.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130232,"Mucilages & thickeners, from locust bean, guar seeds",Export,569611,58338.0,Weight in kilograms,58338.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130239,Mucilages and thickeners nes,Import,15888179,1332744.0,Weight in kilograms,1332744.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2013,130239,Mucilages and thickeners nes,Export,173908557,22172448.0,Weight in kilograms,22172448.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130110,Lac,Export,97763,105390.0,Weight in kilograms,105390.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130110,Lac,Import,49383,2180.0,Weight in kilograms,2180.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130120,Gum arabic,Import,1116023,241999.0,Weight in kilograms,241999.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130120,Gum arabic,Export,460,22.0,Weight in kilograms,22.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Import,5644528,2644129.0,Weight in kilograms,2644129.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Export,362113,235841.0,Weight in kilograms,235841.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130211,Opium sap,Import,220956,101991.0,Weight in kilograms,101991.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130211,Opium sap,Export,84716,22302.0,Weight in kilograms,22302.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130212,Liquorice extract,Import,1913046,161911.0,Weight in kilograms,161911.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130213,Hop extract,Import,1229165,78120.0,Weight in kilograms,78120.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130219,Vegetable saps and extracts nes,Import,2777510,566648.0,Weight in kilograms,566648.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130219,Vegetable saps and extracts nes,Export,42556,14766.0,Weight in kilograms,14766.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130220,"Pectic substances, pectinates, pectates",Import,1406001,73175.0,Weight in kilograms,73175.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130220,"Pectic substances, pectinates, pectates",Export,25634,1000.0,Weight in kilograms,1000.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130231,Agar-agar,Import,117378,26558.0,Weight in kilograms,26558.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130231,Agar-agar,Export,4801,563.0,Weight in kilograms,563.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130232,"Mucilages & thickeners, from locust bean, guar seeds",Import,4330878,632483.0,Weight in kilograms,632483.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130232,"Mucilages & thickeners, from locust bean, guar seeds",Export,584879,37103.0,Weight in kilograms,37103.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130239,Mucilages and thickeners nes,Import,15175107,1301944.0,Weight in kilograms,1301944.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2012,130239,Mucilages and thickeners nes,Export,152827248,24034813.0,Weight in kilograms,24034813.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130110,Lac,Import,174070,25086.0,Weight in kilograms,25086.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130120,Gum arabic,Import,777244,196955.0,Weight in kilograms,196955.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Import,3126908,1559925.0,Weight in kilograms,1559925.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Export,1266004,558931.0,Weight in kilograms,558931.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130211,Opium sap,Import,127452,25602.0,Weight in kilograms,25602.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130212,Liquorice extract,Import,748839,59858.0,Weight in kilograms,59858.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130213,Hop extract,Import,1487587,65281.0,Weight in kilograms,65281.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130214,"Pyrethrum, roots containing rotenone, extracts",Import,8200,270.0,Weight in kilograms,270.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130219,Vegetable saps and extracts nes,Export,177092,46970.0,Weight in kilograms,46970.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130219,Vegetable saps and extracts nes,Import,2990011,460628.0,Weight in kilograms,460628.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130220,"Pectic substances, pectinates, pectates",Import,1318609,75210.0,Weight in kilograms,75210.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130231,Agar-agar,Import,85599,4836.0,Weight in kilograms,4836.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130232,"Mucilages & thickeners, from locust bean, guar seeds",Import,2779180,698518.0,Weight in kilograms,698518.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130239,Mucilages and thickeners nes,Import,10549140,818974.0,Weight in kilograms,818974.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2011,130239,Mucilages and thickeners nes,Export,154851662,20419459.0,Weight in kilograms,20419459.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130110,Lac,Import,88068,2408.0,Weight in kilograms,2408.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130120,Gum arabic,Import,2230333,803284.0,Weight in kilograms,803284.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130120,Gum arabic,Export,85100,36408.0,Weight in kilograms,36408.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Import,2847086,2907650.0,Weight in kilograms,2907650.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Export,524270,265190.0,Weight in kilograms,265190.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130211,Opium sap,Import,207227,23380.0,Weight in kilograms,23380.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130212,Liquorice extract,Import,1122034,111338.0,Weight in kilograms,111338.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130213,Hop extract,Import,3397401,135648.0,Weight in kilograms,135648.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130219,Vegetable saps and extracts nes,Import,2011765,232410.0,Weight in kilograms,232410.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130219,Vegetable saps and extracts nes,Export,68798,5594.0,Weight in kilograms,5594.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130220,"Pectic substances, pectinates, pectates",Import,1203441,77628.0,Weight in kilograms,77628.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130231,Agar-agar,Import,42041,5764.0,Weight in kilograms,5764.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130232,"Mucilages & thickeners, from locust bean, guar seeds",Import,2193827,738895.0,Weight in kilograms,738895.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130239,Mucilages and thickeners nes,Import,14792871,1274807.0,Weight in kilograms,1274807.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2010,130239,Mucilages and thickeners nes,Export,116004076,17423101.0,Weight in kilograms,17423101.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2009,130110,Lac,Import,43720,1232.0,Weight in kilograms,1232.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2009,130120,Gum arabic,Import,2579132,720817.0,Weight in kilograms,720817.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2009,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Import,2734280,2429597.0,Weight in kilograms,2429597.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
Philippines,2009,130190,"Natural gum, resin, gum-resin, balsam, not gum arabic",Export,417912,278889.0,Weight in kilograms,278889.0,13_lac_gums_resins_vegetable_saps_and_extracts_nes
